roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.7401960784313725,50,1,19,19,1.6364643680915405,1.1408488214685675,0.028002642791139423,0.02347403913269958,1.5707645416259766,1.0772860050201416,1.7171227931976318,1.2276747226715088
