roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.7567079463364295,49,2,17,21,1.5816692743408547,1.0614263931017243,0.02738952464399358,0.033994535761124274,1.5306413173675537,0.9806399345397948,1.719517946243286,1.2231693267822266
