roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.7533539731682146,50,1,18,20,1.6259158836321885,1.119906546024794,0.03165947919335736,0.02599448129417874,1.5440526008605957,1.068148136138916,1.7245936393737793,1.220633029937744
