roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.6418988648090815,44,7,22,16,1.623644469829088,1.0441908220226845,0.2383840251868419,0.03707465979001954,1.526245355606079,0.968836784362793,3.800307035446167,1.1951098442077637
