roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.7270381836945304,50,1,20,18,1.6093282190601477,1.103937304421757,0.04572248557522908,0.04055393121435996,1.54419207572937,1.0398046970367432,1.8418183326721191,1.367847204208374
