roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.7138802889576884,50,1,21,17,1.6524535672048504,1.1530838548467401,0.03342220586015251,0.025921951784958455,1.577758550643921,1.087827205657959,1.721128225326538,1.2131645679473877
