roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.8974358974358974,51,0,8,31,0.9154576672448053,0.17197744316524927,0.18992213482571582,0.01664440669714261,0.8441269397735596,0.1442980766296386,2.6359755992889404,0.2718565464019775
