roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.7533539731682146,50,1,18,20,1.6696374844968989,1.1769199746378352,0.03046582730124456,0.02678762859228006,1.586015224456787,1.0895874500274658,1.7450037002563477,1.2533867359161377
