roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.7533539731682146,50,1,18,20,1.6989362159471832,1.1990358347303411,0.0250363791868494,0.021502562859886686,1.6355645656585691,1.1487298011779783,1.7617003917694092,1.250303030014038
