roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.7857142857142857,8,0,3,4,12.894796053568522,0.9513883749643962,2.4208091864657137,0.06384201258321845,9.141414403915403,0.8743822574615479,17.26629066467285,1.15382719039917
