roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.5,51,0,39,0,0.94392036596934,0.17643792099422878,0.22735229303328613,0.030396931741000742,0.8249025344848633,0.1464622020721435,2.739758253097534,0.3128530979156494
