roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.6909184726522187,49,2,22,16,1.5887890880027513,1.0770194209023807,0.031681860914096534,0.02922918824243024,1.532351016998291,1.0049786567687988,1.6926357746124268,1.147085666656494
