roc,tn,fp,fn,tp,avg_train_time,avg_test_time,std_train_time,std_test_time,min_train_time,min_test_time,max_train_time,max_test_time
0.7142857142857143,8,0,4,3,23.668004910151165,1.5989546140034994,5.136015946626234,0.06303945675729408,16.241061687469482,1.516725778579712,32.15119791030884,1.780290603637695
